CREATED_AT_DATE,CREATED_AT_HOUR,CONTACT_DATA_FULL_NAME,INCREMENTAL_LEAD_CODE,CONTACT_DATA_INCREMENTAL_CONTACT_CODE,CONTACT_DATA_MOBILE_PHONE,CONTACT_DATA_PHONE,CONTACT_DATA_EMAIL,LEAD_STATUS_DATA_NAME,TIPO_MATRICULA,CONTACT_DATA_ADNETWORK_NAME,CAMPAIGN_DATA_NAME,ENROLLMENT_DATA_FIRST_PAY,ENROLLMENT_DATA_DATE_FIRST_PAY_DATE,ENROLLMENT_DATA_DATE_FIRST_PAY_HOUR,ENROLLMENT_DATA_DATE_ENROLLED_DATE,ENROLLMENT_DATA_DATE_ENROLLED_HOUR,ENROLLMENT_DATA_AMOUNT_PAYED,ENROLLMENT_DATA_AMOUNT_CONTRACT,DURATION_START_DATE,CONTACT_DATA_DOCUMENT_ID,SALES_ADVISOR_FULL_NAME,PROGRAMA_CRM,USERNAME,INCREMENTAL_USER_CODE,INTERNAL_USER_ID,Ultima_Fecha_Ingreso_DATE,Ultima_Fecha_Ingreso_HOUR,Cantidad_Asistencias,Tiene_Ingreso,ADDRESS,NEIGHBORHOOD,GENDER,LOCALITY,DOCUMENT_TYPE,SOCIOECONOMIC_LEVEL,BIRTHDAY,EDAD_EXACTA,ALERTA_SIN_USUARIO_SIS,_POBLACION,DOCTYPE,NOMBRE_SIS,DOCUMENTO_SIS,PROGRAMA_SIS,CARRIL,GRUPO,FECHA_INICIO_GRUPO,FECHA_FIN_GRUPO,NOTA,ESTADO_PUBLICACION,ESTADO_APROBACION,PROGRESO,GROUP_ID,PROGRAM_ID,ESTADO_ACADEMICO
2026-01-26,15:19:00,Estudiante Demo 0748,501500,511500,3632594230,,demo747@correo-demo.com,Matriculado,MATRICULADO,google,Facebook Ads Sept,True,2026-01-26,09:00:00,2026-01-26,09:00:00,2650000,2650000,2026-02-09,592421642,Andrés Torres,Técnico Laboral en Auxiliar de Mercadeo y Ventas,user747,SIS100747,e778ae93df67447db95d65b2,2026-09-09,15:30:00,5,SI,Calle 74 # 81-87,Barrio 6,M,Soacha,cc,2,1999-09-23,27,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0748,592421642,Técnico Laboral en Auxiliar de Mercadeo y Ventas,VIRTUAL,Grupo-633-M1,05/02/2026,07/03/2026,0.0,False,False,no_iniciado,29e5ff0a88084f3891768e4b,55f4fb6121c540e1aed6f951,Activo
2026-08-06,10:56:00,Estudiante Demo 0749,501503,511503,3161631131,,demo748@correo-demo.com,Matriculado,MATRICULADO,tiktok,TikTok Ads,True,2026-08-06,09:00:00,2026-08-06,09:00:00,2100000,2100000,2026-08-20,928117212,Sebastián Ruiz,T.L. en Contabilidad y Finanzas,user748,SIS100748,e76ecddd048e4f1691d2a7ed,2026-08-28,15:30:00,6,NO,Calle 91 # 75-85,Barrio 7,F,Soacha,cc,5,1984-09-23,42,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0749,928117212,Técnico Laboral. en Contabilidad y Finanzas,VIRTUAL,Grupo-358-M1,17/08/2026,16/09/2026,3.4,True,True,completado,5dcf1462bdb24b01bb695dd6,7590bf10a2fc41ddb9988e9d,Retirado
2026-08-06,10:56:00,Estudiante Demo 0749,501503,511503,3161631131,,demo748@correo-demo.com,Matriculado,MATRICULADO,tiktok,TikTok Ads,True,2026-08-06,09:00:00,2026-08-06,09:00:00,2100000,2100000,2026-08-20,928117212,Sebastián Ruiz,T.L. en Contabilidad y Finanzas,user748,SIS100748,e76ecddd048e4f1691d2a7ed,2026-08-28,15:30:00,6,NO,Calle 91 # 75-85,Barrio 7,F,Soacha,cc,5,1984-09-23,42,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0749,928117212,Técnico Laboral. en Contabilidad y Finanzas,VIRTUAL,Grupo-686-M2,17/08/2026,16/09/2026,3.6,True,True,no_iniciado,a30a8f28895247a396cf0ff2,10d01871366f44b9b9d4425a,Retirado
2026-08-06,10:56:00,Estudiante Demo 0749,501503,511503,3161631131,,demo748@correo-demo.com,Matriculado,MATRICULADO,tiktok,TikTok Ads,True,2026-08-06,09:00:00,2026-08-06,09:00:00,2100000,2100000,2026-08-20,928117212,Sebastián Ruiz,T.L. en Contabilidad y Finanzas,user748,SIS100748,e76ecddd048e4f1691d2a7ed,2026-08-28,15:30:00,6,NO,Calle 91 # 75-85,Barrio 7,F,Soacha,cc,5,1984-09-23,42,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0749,928117212,Técnico Laboral. en Contabilidad y Finanzas,SEMIPRESENCIAL,Grupo-814-M3,17/08/2026,16/09/2026,4.8,True,True,no_iniciado,57586876b76145bca33c3f80,545393a5823a471aaa0e1567,Retirado
2026-08-06,10:56:00,Estudiante Demo 0749,501503,511503,3161631131,,demo748@correo-demo.com,Matriculado,MATRICULADO,tiktok,TikTok Ads,True,2026-08-06,09:00:00,2026-08-06,09:00:00,2100000,2100000,2026-08-20,928117212,Sebastián Ruiz,T.L. en Contabilidad y Finanzas,user748,SIS100748,e76ecddd048e4f1691d2a7ed,2026-08-28,15:30:00,6,NO,Calle 91 # 75-85,Barrio 7,F,Soacha,cc,5,1984-09-23,42,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0749,928117212,Técnico Laboral. en Contabilidad y Finanzas,VIRTUAL,Grupo-971-M4,17/08/2026,16/09/2026,4.4,True,True,en_progreso,c589caa9b59f41c990152ce2,658d5b170da64268aba2df4c,Retirado
2026-07-10,09:12:00,Estudiante Demo 0750,501506,511506,3406817798,,demo749@correo-demo.com,Matriculado,MATRICULADO,facebook,Referidos,True,2026-07-10,09:00:00,2026-07-10,09:00:00,2100000,2100000,2026-07-24,596698181,Andrés Torres,Técnico laboral en servicios turísticos y hoteleros,user749,SIS100749,3267b77b34a045c7bbf21b7d,2026-09-04,15:30:00,5,SI,Calle 45 # 42-44,Barrio 22,M,Cota,cc,4,1994-09-23,32,NO,,,,,,,,,,,,,,,,
2026-01-05,12:19:00,Estudiante Demo 0751,501509,511509,3408294088,,demo750@correo-demo.com,Matriculado,MATRICULADO,google,WhatsApp Directo,True,2026-01-05,09:00:00,2026-01-05,09:00:00,1800000,1800000,2026-01-19,271960657,Laura Jiménez,T.L en Procesamiento y Digitación de Datos,user750,SIS100750,7bf89166d8ef40a287bc1239,2026-08-27,15:30:00,5,SI,Calle 138 # 53-16,Barrio 23,F,Cota,cc,2,1985-09-23,41,NO,,,,,,,,,,,,,,,,
2026-02-20,06:27:00,Estudiante Demo 0752,501512,511512,3358700300,,demo751@correo-demo.com,Matriculado,MATRICULADO,facebook,TikTok Ads,True,2026-02-20,09:00:00,2026-02-20,09:00:00,2650000,2650000,2026-03-06,76231259,Sebastián Ruiz,T.L en Procesamiento y Digitación de Datos,user751,SIS100751,8801aa97ba534d89a91dd734,2026-09-14,15:30:00,5,NO,Calle 41 # 38-79,Barrio 18,F,Chía,cc,3,1983-09-23,43,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0752,76231259,Técnico Laboral en Procesamiento y Digitación de Datos,VIRTUAL,Grupo-599-M1,27/02/2026,29/03/2026,4.5,True,True,no_iniciado,8a547b82fd1a4175b3eef2fb,a8aaaf19edcd44cca0bf938a,Activo
2025-12-04,17:36:00,Estudiante Demo 0753,501513,511513,3359597545,,demo752@correo-demo.com,Matriculado,MATRICULADO,tiktok,Referidos,True,2025-12-04,09:00:00,2025-12-04,09:00:00,1800000,1800000,2025-12-18,430622766,Andrés Torres,Técnico Laboral en Auxiliar Administrativo,user752,SIS100752,25e7f05703da4b7094f92b9e,2026-08-28,15:30:00,6,SI,Calle 105 # 26-19,Barrio 5,M,Cota,cc,4,2001-09-23,25,NO,,,,,,,,,,,,,,,,
2025-11-28,13:02:00,Estudiante Demo 0754,501516,511516,3646732319,,demo753@correo-demo.com,Prematriculado,PREMATRICULADO,,TikTok Ads,True,2025-11-28,09:00:00,,,296617,2400000,2025-12-12,1066630548,Julián Herrera,Técnico Laboral en Auxiliar Administrativo,No Registrado,,,,,0,NO,Calle 105 # 36-54,Barrio 17,M,Funza,cc,3,1995-09-23,31,NO,,,,,,,,,,,,,,,,
2025-11-28,18:46:00,Estudiante Demo 0755,501519,511519,3484032799,,demo754@correo-demo.com,Matriculado,MATRICULADO,google,TikTok Ads,True,2025-11-28,09:00:00,2025-11-28,09:00:00,2400000,2400000,2025-12-12,73858457,Valentina Gómez,Técnico Laboral en Auxiliar Administrativo,user754,SIS100754,9aa1229564bc4b8a8ceff910,2026-09-15,15:30:00,5,SI,Calle 72 # 67-12,Barrio 27,M,Cota,ppt,2,2008-09-23,18,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0755,73858457,Técnico Laboral en Auxiliar Administrativo,SEMIPRESENCIAL,Grupo-188-M1,03/12/2025,02/01/2026,0.0,False,False,en_progreso,e2eb9240b3f94d979d467515,17b311bcf37e4709b3a9c8e8,Activo
2025-11-28,18:46:00,Estudiante Demo 0755,501519,511519,3484032799,,demo754@correo-demo.com,Matriculado,MATRICULADO,google,TikTok Ads,True,2025-11-28,09:00:00,2025-11-28,09:00:00,2400000,2400000,2025-12-12,73858457,Valentina Gómez,Técnico Laboral en Auxiliar Administrativo,user754,SIS100754,9aa1229564bc4b8a8ceff910,2026-09-15,15:30:00,5,SI,Calle 72 # 67-12,Barrio 27,M,Cota,ppt,2,2008-09-23,18,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0755,73858457,Técnico Laboral en Auxiliar Administrativo,SEMIPRESENCIAL,Grupo-809-M2,03/12/2025,02/01/2026,0.0,False,False,no_iniciado,4add49b37a8645b19af115b6,b55450c1e6c5410cb9e6e1fc,Activo
2025-11-28,18:46:00,Estudiante Demo 0755,501519,511519,3484032799,,demo754@correo-demo.com,Matriculado,MATRICULADO,google,TikTok Ads,True,2025-11-28,09:00:00,2025-11-28,09:00:00,2400000,2400000,2025-12-12,73858457,Valentina Gómez,Técnico Laboral en Auxiliar Administrativo,user754,SIS100754,9aa1229564bc4b8a8ceff910,2026-09-15,15:30:00,5,SI,Calle 72 # 67-12,Barrio 27,M,Cota,ppt,2,2008-09-23,18,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0755,73858457,Técnico Laboral en Auxiliar Administrativo,PRESENCIAL,Grupo-428-M3,03/12/2025,02/01/2026,4.3,True,False,en_progreso,d3c830522aef45f9b159818b,193f979e7b84484db3856d79,Activo
2025-11-28,18:46:00,Estudiante Demo 0755,501519,511519,3484032799,,demo754@correo-demo.com,Matriculado,MATRICULADO,google,TikTok Ads,True,2025-11-28,09:00:00,2025-11-28,09:00:00,2400000,2400000,2025-12-12,73858457,Valentina Gómez,Técnico Laboral en Auxiliar Administrativo,user754,SIS100754,9aa1229564bc4b8a8ceff910,2026-09-15,15:30:00,5,SI,Calle 72 # 67-12,Barrio 27,M,Cota,ppt,2,2008-09-23,18,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0755,73858457,Técnico Laboral en Auxiliar Administrativo,PRESENCIAL,Grupo-710-M4,03/12/2025,02/01/2026,4.3,True,True,completado,0efa139a178d4398a4cae7d8,fcebe6cc0c154cddbd63283e,Activo
2025-11-28,18:46:00,Estudiante Demo 0755,501519,511519,3484032799,,demo754@correo-demo.com,Matriculado,MATRICULADO,google,TikTok Ads,True,2025-11-28,09:00:00,2025-11-28,09:00:00,2400000,2400000,2025-12-12,73858457,Valentina Gómez,Técnico Laboral en Auxiliar Administrativo,user754,SIS100754,9aa1229564bc4b8a8ceff910,2026-09-15,15:30:00,5,SI,Calle 72 # 67-12,Barrio 27,M,Cota,ppt,2,2008-09-23,18,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0755,73858457,Técnico Laboral en Auxiliar Administrativo,PRESENCIAL,Grupo-152-M5,03/12/2025,02/01/2026,0.0,False,False,completado,407e11ba7e1042f49de965de,0b4587fe0075481590d5c740,Activo
2026-02-22,10:17:00,Estudiante Demo 0756,501520,511520,3345093161,,demo755@correo-demo.com,Prematriculado,PREMATRICULADO,organico,WhatsApp Directo,True,2026-02-22,09:00:00,,,692589,2650000,2026-03-08,810349328,Sebastián Ruiz,Técnico Laboral en Auxiliar de Mercadeo y Ventas,No Registrado,,,,,0,NO,Calle 145 # 10-62,Barrio 11,M,Funza,cc,3,1987-09-23,39,NO,,,,,,,,,,,,,,,,
2026-08-08,09:03:00,Estudiante Demo 0757,501522,511522,3581022930,,demo756@correo-demo.com,Prematriculado,PREMATRICULADO,organico,TikTok Ads,True,2026-08-08,09:00:00,,,480772,1800000,2026-08-22,995039567,Laura Jiménez,T.L. en Contabilidad y Finanzas,No Registrado,,,,,0,NO,Calle 1 # 32-9,Barrio 37,M,Funza,ppt,3,1991-09-23,35,NO,,,,,,,,,,,,,,,,
2026-02-14,19:10:00,Estudiante Demo 0758,501523,511523,3185894807,,demo757@correo-demo.com,Matriculado,MATRICULADO,facebook,TikTok Ads,True,2026-02-14,09:00:00,2026-02-14,09:00:00,2100000,2100000,2026-02-28,641188981,Andrés Torres,T.L en Auxiliar de Mercadeo y Ventas,user757,SIS100757,33196a37cfa342378b5e11c4,2026-09-02,15:30:00,5,SI,Calle 66 # 41-79,Barrio 32,M,Mosquera,cc,3,1983-09-23,43,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0758,641188981,Técnico Laboral en Auxiliar de Mercadeo y Ventas,VIRTUAL,Grupo-673-M1,21/02/2026,23/03/2026,4.6,True,True,no_iniciado,8ea5ca675689413ea87b6bd6,387d98dfb4814593b728b368,Inactivo
2026-06-14,08:01:00,Estudiante Demo 0759,501526,511526,3696424646,,demo758@correo-demo.com,Matriculado,MATRICULADO,tiktok,Google Search Oct,True,2026-06-14,09:00:00,2026-06-14,09:00:00,2100000,2100000,2026-06-28,729769225,Sebastián Ruiz,Técnico laboral en procesamiento de datos,user758,SIS100758,9e201fea6d76491bb75aaf3f,2026-09-19,15:30:00,2,NO,Calle 44 # 11-70,Barrio 37,F,Chía,ppt,1,1993-09-23,33,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0759,729769225,Técnico laboral en procesamiento de datos,VIRTUAL,Grupo-616-M1,22/06/2026,22/07/2026,0.0,False,False,completado,a0d790fe00024c36a87fbd15,0da49b266273411697c798c9,Activo
2026-06-14,08:01:00,Estudiante Demo 0759,501526,511526,3696424646,,demo758@correo-demo.com,Matriculado,MATRICULADO,tiktok,Google Search Oct,True,2026-06-14,09:00:00,2026-06-14,09:00:00,2100000,2100000,2026-06-28,729769225,Sebastián Ruiz,Técnico laboral en procesamiento de datos,user758,SIS100758,9e201fea6d76491bb75aaf3f,2026-09-19,15:30:00,2,NO,Calle 44 # 11-70,Barrio 37,F,Chía,ppt,1,1993-09-23,33,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0759,729769225,Técnico laboral en procesamiento de datos,SEMIPRESENCIAL,Grupo-989-M2,22/06/2026,22/07/2026,3.2,True,True,en_progreso,2a87032e79fd4348a887529c,98c0e114f8c843ab8f4f3ae2,Activo
2026-06-14,08:01:00,Estudiante Demo 0759,501526,511526,3696424646,,demo758@correo-demo.com,Matriculado,MATRICULADO,tiktok,Google Search Oct,True,2026-06-14,09:00:00,2026-06-14,09:00:00,2100000,2100000,2026-06-28,729769225,Sebastián Ruiz,Técnico laboral en procesamiento de datos,user758,SIS100758,9e201fea6d76491bb75aaf3f,2026-09-19,15:30:00,2,NO,Calle 44 # 11-70,Barrio 37,F,Chía,ppt,1,1993-09-23,33,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0759,729769225,Técnico laboral en procesamiento de datos,VIRTUAL,Grupo-611-M3,22/06/2026,22/07/2026,4.3,True,True,no_iniciado,b0dbc8822a584f46a80ebfad,90269adc586f49c6824220fc,Activo
2026-06-14,08:01:00,Estudiante Demo 0759,501526,511526,3696424646,,demo758@correo-demo.com,Matriculado,MATRICULADO,tiktok,Google Search Oct,True,2026-06-14,09:00:00,2026-06-14,09:00:00,2100000,2100000,2026-06-28,729769225,Sebastián Ruiz,Técnico laboral en procesamiento de datos,user758,SIS100758,9e201fea6d76491bb75aaf3f,2026-09-19,15:30:00,2,NO,Calle 44 # 11-70,Barrio 37,F,Chía,ppt,1,1993-09-23,33,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0759,729769225,Técnico laboral en procesamiento de datos,VIRTUAL,Grupo-101-M4,22/06/2026,22/07/2026,0.0,False,False,completado,1fa0565058644c438ffff675,a19fb2cd76ac4f7cae4de7c3,Activo
2026-02-27,13:45:00,Estudiante Demo 0760,501527,511527,3509843620,,demo759@correo-demo.com,Matriculado,MATRICULADO,google,Google Search Oct,True,2026-02-27,09:00:00,2026-02-27,09:00:00,2400000,2400000,2026-03-13,990629519,Laura Jiménez,Técnico laboral en procesamiento de datos,user759,SIS100759,82d6f19997164f729f3b98fa,2026-09-11,15:30:00,5,NO,Calle 10 # 54-40,Barrio 31,F,Chía,cc,4,1991-09-23,35,NO,,,,,,,,,,,,,,,,
2026-05-10,10:09:00,Estudiante Demo 0761,501530,511530,3189955091,,demo760@correo-demo.com,Matriculado,MATRICULADO,facebook,Google Search Oct,True,2026-05-10,09:00:00,2026-05-10,09:00:00,2650000,2650000,2026-05-24,464593702,Andrés Torres,Técnico laboral en procesamiento de datos,user760,SIS100760,2fd60875cc7c4598a1b357b3,2026-09-18,15:30:00,10,SI,Calle 8 # 65-6,Barrio 31,M,Chía,cc,4,1992-09-23,34,NO,extranjero,PPT Permiso por protección temporal,Estudiante Demo 0761,464593702,Técnico laboral en procesamiento de datos,VIRTUAL,Grupo-720-M1,15/05/2026,14/06/2026,0.0,False,False,completado,42e78ffdd5c94206a5bea57b,ec5ef5340c704d98bbdafa70,Activo
2026-05-10,10:09:00,Estudiante Demo 0761,501530,511530,3189955091,,demo760@correo-demo.com,Matriculado,MATRICULADO,facebook,Google Search Oct,True,2026-05-10,09:00:00,2026-05-10,09:00:00,2650000,2650000,2026-05-24,464593702,Andrés Torres,Técnico laboral en procesamiento de datos,user760,SIS100760,2fd60875cc7c4598a1b357b3,2026-09-18,15:30:00,10,SI,Calle 8 # 65-6,Barrio 31,M,Chía,cc,4,1992-09-23,34,NO,extranjero,PPT Permiso por protección temporal,Estudiante Demo 0761,464593702,Técnico laboral en procesamiento de datos,SEMIPRESENCIAL,Grupo-351-M2,15/05/2026,14/06/2026,3.6,True,False,en_progreso,9dbe0bd085c44fecba36ce16,d304defc832c4c51a9a20129,Activo
2026-06-04,19:04:00,Estudiante Demo 0762,501533,511533,3956548357,,demo761@correo-demo.com,Matriculado,MATRICULADO,facebook,Google Search Oct,True,2026-06-04,09:00:00,2026-06-04,09:00:00,2400000,2400000,2026-06-18,249638730,Laura Jiménez,Técnico laboral en procesamiento de datos,user761,SIS100761,b5695a8b1c024b2ba290a2a1,2026-09-11,15:30:00,4,NO,Calle 61 # 10-25,Barrio 20,F,Soacha,ppt,5,1998-09-23,28,NO,,,,,,,,,,,,,,,,
2026-01-16,15:10:00,Estudiante Demo 0763,501534,511534,3125578117,,demo762@correo-demo.com,Prematriculado,PREMATRICULADO,tiktok,Referidos,True,2026-01-16,09:00:00,,,639157,2400000,2026-01-30,368806378,Andrés Torres,T.L en Auxiliar de Mercadeo y Ventas,No Registrado,,,,,0,NO,Calle 4 # 27-43,Barrio 35,F,Funza,cc,2,1998-09-23,28,NO,,,,,,,,,,,,,,,,
2026-09-01,07:40:00,Estudiante Demo 0764,501537,511537,3797978402,,demo763@correo-demo.com,Matriculado,MATRICULADO,google,TikTok Ads,True,2026-09-01,09:00:00,2026-09-01,09:00:00,2650000,2650000,2026-09-15,94084984,Camila Rojas,T.L en Auxiliar de Mercadeo y Ventas,user763,SIS100763,b0837551995143a28fa23d50,2026-08-26,15:30:00,5,NO,Calle 49 # 64-19,Barrio 23,M,Funza,cc,3,1994-09-23,32,NO,,,,,,,,,,,,,,,,
2026-08-02,17:56:00,Estudiante Demo 0765,501540,511540,3985883306,,demo764@correo-demo.com,Prematriculado,PREMATRICULADO,organico,TikTok Ads,True,2026-08-02,09:00:00,,,125660,2400000,2026-08-16,592074927,Sebastián Ruiz,T.L. en Auxiliar Administrativo,No Registrado,,,,,0,NO,Calle 74 # 1-72,Barrio 18,F,Chía,cc,4,1999-09-23,27,NO,,,,,,,,,,,,,,,,
2026-08-06,14:37:00,Estudiante Demo 0766,501543,511543,3205624843,,demo765@correo-demo.com,Matriculado,MATRICULADO,,WhatsApp Directo,True,2026-08-06,09:00:00,2026-08-06,09:00:00,1800000,1800000,2026-08-20,563336326,Laura Jiménez,T.L. en Auxiliar Administrativo,user765,SIS100765,17c49d8951f2490b80b6b2dc,2026-08-25,15:30:00,7,SI,Calle 16 # 9-6,Barrio 32,F,Funza,cc,1,1996-09-23,30,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0766,563336326,Técnico Laboral. en Auxiliar Administrativo,SEMIPRESENCIAL,Grupo-718-M1,18/08/2026,17/09/2026,0.0,False,False,no_iniciado,41cb861cc0794964b4350e27,f98ca7f8fd6a49049244f6f0,Activo
2026-08-06,14:37:00,Estudiante Demo 0766,501543,511543,3205624843,,demo765@correo-demo.com,Matriculado,MATRICULADO,,WhatsApp Directo,True,2026-08-06,09:00:00,2026-08-06,09:00:00,1800000,1800000,2026-08-20,563336326,Laura Jiménez,T.L. en Auxiliar Administrativo,user765,SIS100765,17c49d8951f2490b80b6b2dc,2026-08-25,15:30:00,7,SI,Calle 16 # 9-6,Barrio 32,F,Funza,cc,1,1996-09-23,30,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0766,563336326,Técnico Laboral. en Auxiliar Administrativo,PRESENCIAL,Grupo-792-M2,18/08/2026,17/09/2026,4.0,True,True,en_progreso,dda1170138724048a4ee7087,8f6ff5fc2c914cf8aa04e58a,Activo
2025-12-14,09:54:00,Estudiante Demo 0767,501544,511544,3868138459,,demo766@correo-demo.com,Matriculado,MATRICULADO,tiktok,Referidos,True,2025-12-14,09:00:00,2025-12-14,09:00:00,2400000,2400000,2025-12-28,1078682338,Julián Herrera,Técnico laboral en procesamiento de datos,user766,SIS100766,6f0fc88ef4b74e3aa92bccee,2026-09-10,15:30:00,9,NO,Calle 16 # 45-85,Barrio 29,F,Funza,cc,5,2009-09-23,17,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0767,1078682338,Técnico laboral en procesamiento de datos,SEMIPRESENCIAL,Grupo-405-M1,26/12/2025,25/01/2026,4.4,True,True,completado,07e96126435949b08d54a419,9029dbe1189e41c2a00a02f5,Graduado
2025-12-14,09:54:00,Estudiante Demo 0767,501544,511544,3868138459,,demo766@correo-demo.com,Matriculado,MATRICULADO,tiktok,Referidos,True,2025-12-14,09:00:00,2025-12-14,09:00:00,2400000,2400000,2025-12-28,1078682338,Julián Herrera,Técnico laboral en procesamiento de datos,user766,SIS100766,6f0fc88ef4b74e3aa92bccee,2026-09-10,15:30:00,9,NO,Calle 16 # 45-85,Barrio 29,F,Funza,cc,5,2009-09-23,17,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0767,1078682338,Técnico laboral en procesamiento de datos,VIRTUAL,Grupo-239-M2,26/12/2025,25/01/2026,4.4,True,True,completado,6bcca495b6c04266b652aeeb,654c52801f1c4c37be059dc3,Graduado
2025-12-14,09:54:00,Estudiante Demo 0767,501544,511544,3868138459,,demo766@correo-demo.com,Matriculado,MATRICULADO,tiktok,Referidos,True,2025-12-14,09:00:00,2025-12-14,09:00:00,2400000,2400000,2025-12-28,1078682338,Julián Herrera,Técnico laboral en procesamiento de datos,user766,SIS100766,6f0fc88ef4b74e3aa92bccee,2026-09-10,15:30:00,9,NO,Calle 16 # 45-85,Barrio 29,F,Funza,cc,5,2009-09-23,17,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0767,1078682338,Técnico laboral en procesamiento de datos,PRESENCIAL,Grupo-777-M3,26/12/2025,25/01/2026,4.8,True,True,en_progreso,e5166d1d999c446b967fbe3b,624693a2ae024142bd03c1dc,Graduado
2026-06-23,06:23:00,Estudiante Demo 0768,501545,511545,3803407276,,demo767@correo-demo.com,Matriculado,MATRICULADO,organico,Referidos,True,2026-06-23,09:00:00,2026-06-23,09:00:00,2400000,2400000,2026-07-07,548109499,Laura Jiménez,Técnico Laboral en Auxiliar Administrativo,user767,SIS100767,ed73ce0957fb46da9a396b1b,2026-09-19,15:30:00,8,SI,Calle 14 # 65-17,Barrio 12,M,Cota,ppt,3,1999-09-23,27,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0768,548109499,Técnico Laboral en Auxiliar Administrativo,SEMIPRESENCIAL,Grupo-849-M1,24/06/2026,24/07/2026,3.1,True,True,completado,542f89ef5aa1482fa0666584,ff929bedd4c940c39f6f664a,Activo
2026-06-23,06:23:00,Estudiante Demo 0768,501545,511545,3803407276,,demo767@correo-demo.com,Matriculado,MATRICULADO,organico,Referidos,True,2026-06-23,09:00:00,2026-06-23,09:00:00,2400000,2400000,2026-07-07,548109499,Laura Jiménez,Técnico Laboral en Auxiliar Administrativo,user767,SIS100767,ed73ce0957fb46da9a396b1b,2026-09-19,15:30:00,8,SI,Calle 14 # 65-17,Barrio 12,M,Cota,ppt,3,1999-09-23,27,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0768,548109499,Técnico Laboral en Auxiliar Administrativo,SEMIPRESENCIAL,Grupo-967-M2,24/06/2026,24/07/2026,4.7,True,True,completado,4e6ac976eafa4b0093d848bd,c8406f750a4c4d6787345d89,Activo
2026-06-23,06:23:00,Estudiante Demo 0768,501545,511545,3803407276,,demo767@correo-demo.com,Matriculado,MATRICULADO,organico,Referidos,True,2026-06-23,09:00:00,2026-06-23,09:00:00,2400000,2400000,2026-07-07,548109499,Laura Jiménez,Técnico Laboral en Auxiliar Administrativo,user767,SIS100767,ed73ce0957fb46da9a396b1b,2026-09-19,15:30:00,8,SI,Calle 14 # 65-17,Barrio 12,M,Cota,ppt,3,1999-09-23,27,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0768,548109499,Técnico Laboral en Auxiliar Administrativo,PRESENCIAL,Grupo-849-M3,24/06/2026,24/07/2026,0.0,False,False,en_progreso,626e9acb17ab4e7c84ff0f15,748d03915e9c4764985ee233,Activo
2026-09-11,14:25:00,Estudiante Demo 0769,501546,511546,3760131853,,demo768@correo-demo.com,Prematriculado,PREMATRICULADO,tiktok,Facebook Ads Sept,True,2026-09-11,09:00:00,,,480097,2400000,2026-09-25,240712289,Valentina Gómez,T.L. en Auxiliar Administrativo,No Registrado,,,,,0,NO,Calle 67 # 28-36,Barrio 30,F,Bogotá,ppt,1,1983-09-23,43,NO,,,,,,,,,,,,,,,,
2026-04-07,19:50:00,Estudiante Demo 0770,501548,511548,3491917411,,demo769@correo-demo.com,Prematriculado,PREMATRICULADO,google,Facebook Ads Sept,True,2026-04-07,09:00:00,,,523599,2650000,2026-04-21,718439490,Andrés Torres,T.L en Procesamiento y Digitación de Datos,No Registrado,,,,,0,NO,Calle 125 # 18-80,Barrio 11,F,Soacha,cc,2,1993-09-23,33,NO,,,,,,,,,,,,,,,,
